개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,전화번호,소재지면적,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,최종수정일자,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,영업장주변구분명,등급구분명,급수시설구분명,총인원,본사종업원수,공장사무직종업원수,공장판매직종업원수,공장생산직종업원수,건물소유구분명,보증액,월세액,다중이용업소여부,시설총규모,전통업소지정번호,전통업소주된음식,홈페이지
3160000,3160000-103-1997-06207,19971023,,1,영업/정상,1,영업,,,,,02  863 6789,84.81,152871,서울특별시 구로구 구로동 726-1번지 ,서울특별시 구로구 구로동로 125-4 (구로동),8310,구구아리랑,2017-04-18 12:43,I,59:59.0,단란주점,189670.6548,443086.6971,단란주점,0,0,주택가주변,자율,상수도전용,,,,,,,,,N,84.81,,,
3160000,3160000-103-1993-06003,19931126,,1,영업/정상,1,영업,,,,,226137466,56.96,152816,서울특별시 구로구 개봉동 403-138,서울특별시 구로구 개봉로 50 (개봉동),8332,천국단란,2023-01-12 17:34,U,04:00.0,단란주점,187221.9193,443119.5125,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1998-06213,19980114,,1,영업/정상,1,영업,,,,,226351363,60.48,152886,서울특별시 구로구 신도림동 292-123 ,서울특별시 구로구 신도림로11다길 5 (신도림동),8206,골든벨노래클럽,2021-11-19 16:58,U,40:00.0,단란주점,189176.0694,445205.1472,단란주점,1,1,주택가주변,자율,상수도전용,0,0,0,0,0,,0,0,N,60.48,,,
3160000,3160000-103-1996-07514,19940708,,1,영업/정상,1,영업,,,,,226892874,83.55,152831,서울특별시 구로구 고척동 173-35번지 ,서울특별시 구로구 경서로 82-20 (고척동),8224,민들레,2019-07-17 15:27,U,40:00.0,단란주점,187698.0523,444576.9713,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,83.55,,,
3160000,3160000-103-1994-06052,19940709,,1,영업/정상,1,영업,,,,,02 8598693,107.92,152880,서울특별시 구로구 구로동 1125-10 지층 ,"서울특별시 구로구 디지털로32길 97-6, 지층 (구로동)",8391,소풍 단란주점,2021-03-17 11:54,U,40:00.0,단란주점,191156.4581,442333.1575,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,107.92,,,
3160000,3160000-103-2021-00001,20210208,,1,영업/정상,1,영업,,,,,,123.47,152880,서울특별시 구로구 구로동 1124-42 서림빌딩,"서울특별시 구로구 디지털로32나길 38, 서림빌딩 지하1층 (구로동)",8391,감성주점,2023-01-04 17:02,U,06:00.0,단란주점,191191.1316,442491.8182,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1994-06047,19940708,,1,영업/정상,1,영업,,,,,,107.95,152812,서울특별시 구로구 개봉동 290-5 삼영빌딩,"서울특별시 구로구 개봉로 6, 삼영빌딩 2층 (개봉동)",8334,씨티라이브,2022-09-14 10:56,U,06:00.0,단란주점,187264.0175,442676.9192,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1996-06171,1996-08-21,,1,영업/정상,1,영업,,,,,02 8513734,47.6,152-840,서울특별시 구로구 구로동 85-22,서울특별시 구로구 구로중앙로19나길 4 (구로동),8306,백야,2023-11-03 15:29,U,05:00.0,단란주점,190055.3779,443563.2901,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1997-06209,19971128,,1,영업/정상,1,영업,,,,,02 8691578,130.92,152801,서울특별시 구로구 가리봉동 125-4,서울특별시 구로구 우마길 22 (가리봉동),8386,탑,2022-10-28 13:31,U,00:00.0,단란주점,190065.4634,442096.0785,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1994-06093,19941209,,1,영업/정상,1,영업,,,,,02 8685155,119.56,152880,서울특별시 구로구 구로동 1124-20 지하1층 ,"서울특별시 구로구 디지털로32길 97-3, 지1층 (구로동)",8391,무쏘,2020-12-16 13:35,U,40:00.0,단란주점,191131.5092,442345.6002,단란주점,0,0,기타,자율,상수도전용,,,,,,,,,N,119.56,,,
3180000,3180000-103-1994-02348,19941123,,3,폐업,2,폐업,20001011,,,,2,36.88,150803,서울특별시 영등포구 당산동3가 136-0번지 ,,,퀸,2001-08-02 0:00,I,59:59.0,단란주점,190915.9226,447210.3042,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,36.88,,,
3160000,3160000-103-1997-06189,1997-02-03,,1,영업/정상,1,영업,,,,,02  862 2363,44.64,152-854,서울특별시 구로구 구로동 414-7,서울특별시 구로구 구로동로 165 (구로동),8286,오렌지노래바,2023-10-24 16:42,U,06:00.0,단란주점,189596.8989,443461.3006,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1996-06158,1996-05-06,,1,영업/정상,1,영업,,,,,220605246,101.76,152-815,서울특별시 구로구 개봉동 353-4,서울특별시 구로구 개봉로 124 (개봉동),8277,봉주류7080,2024-03-12 11:39,U,04:00.0,단란주점,187262.0075,443849.9478,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2003-00001,2003-06-18,,1,영업/정상,1,영업,,,,,02853 2520,132.92,152-880,서울특별시 구로구 구로동 1125-8,서울특별시 구로구 디지털로32길 97-10 (구로동),8391,9D,2024-06-11 9:43,U,03:00.0,단란주점,191171.9732,442343.5174,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1994-06091,1994-12-05,,1,영업/정상,1,영업,,,,,,85.29,152-836,서울특별시 구로구 고척동 269-8,서울특별시 구로구 경인로35길 131-42 (고척동),8234,즐거운노래주점,2024-02-21 17:22,U,03:00.0,단란주점,186779.1825,444389.6946,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1997-07699,1997-02-13,,1,영업/정상,1,영업,,,,,02  26858636,81.5,152-816,서울특별시 구로구 개봉동 403-58,서울특별시 구로구 개봉로 51-1 (개봉동),8347,둥지노래바,2024-03-18 15:31,U,00:00.0,단란주점,187175.686,443131.4591,,,,,,,,,,,,,,,,,,,
3180000,3180000-103-1994-02426,19940706,,3,폐업,2,폐업,20220722,,,,02 6769945,109.11,150862,서울특별시 영등포구 양평동1가 106-3,서울특별시 영등포구 선유로 118 (양평동1가),7262,자유시대,2022-07-22 11:30,U,04:00.0,단란주점,190272.6606,446905.3442,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1997-06196,19970507,,1,영업/정상,1,영업,,,,,226355023,68.25,152886,서울특별시 구로구 신도림동 291-43번지 ,서울특별시 구로구 신도림로11다길 16 (신도림동),8205,러블리,2017-08-28 17:34,I,59:59.0,단란주점,189133.5047,445176.4788,단란주점,0,0,주택가주변,자율,상수도전용,,,,,,,,,N,68.25,,,
3160000,3160000-103-1997-06198,19970526,,1,영업/정상,1,영업,,,,,,117,152815,서울특별시 구로구 개봉동 353-26번지 ,서울특별시 구로구 개봉로 123 (개봉동),8274,그랑프리,2015-08-19 13:19,I,59:59.0,단란주점,187209.8415,443850.4964,단란주점,1,1,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,117,,,
3160000,3160000-103-1997-06204,19970718,,1,영업/정상,1,영업,,,,,02 8564810,60.8,152800,서울특별시 구로구 가리봉동 122-19번지 ,서울특별시 구로구 구로동로 10 (가리봉동),8384,싱싱,2007-02-21 0:00,I,59:59.0,단란주점,189973.0104,442285.0226,단란주점,1,1,기타,자율,상수도전용,,,,,,,,,N,60.8,,,
3160000,3160000-103-1997-06206,19971001,,1,영업/정상,1,영업,,,,,,128.4,152880,서울특별시 구로구 구로동 1130-1번지 ,서울특별시 구로구 시흥대로163길 15 (구로동),8392,벤틀리,2018-08-03 15:52,I,59:59.0,단란주점,191005.361,442153.0214,단란주점,,,기타,,상수도전용,,,,,,,,,N,128.4,,,
3160000,3160000-103-1997-06205,19970902,,1,영업/정상,1,영업,,,,,,69.96,152858,서울특별시 구로구 구로동 495-9,서울특별시 구로구 구로중앙로 135-3 (구로동),8280,불야성,2022-12-15 15:29,U,07:00.0,단란주점,189580.2003,444161.3075,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1995-06107,19950310,,3,폐업,2,폐업,20060404,,,,226198129,99.7,152894,서울특별시 구로구 오류동 44-10번지 지하1층 106호 ,,,씨티월드,2004-03-10 0:00,I,59:59.0,단란주점,185875.8758,443592.1388,단란주점,0,0,아파트지역,을,상수도전용,,,,,,,,,N,99.7,,,
3160000,3160000-103-1995-06108,19950314,,3,폐업,2,폐업,20000403,,,,02 8590484,99.24,152847,서울특별시 구로구 구로동 145-15번지 ,,,모래시계,2002-01-07 0:00,I,59:59.0,단란주점,190415.9399,443127.5503,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,99.24,,,
3160000,3160000-103-1995-06109,19950316,,3,폐업,2,폐업,20140630,,,,02861 6891,112.2,152880,서울특별시 구로구 구로동 1124-19번지 ,서울특별시 구로구 디지털로32길 97-5 (구로동),8391,샤방샤방,2011-07-18 9:16,I,59:59.0,단란주점,191138.1639,442355.3276,단란주점,0,0,유흥업소밀집지역,을,상수도전용,,,,,,,,,N,112.2,,,
3160000,3160000-103-1995-06110,19950318,,3,폐업,2,폐업,20020312,,,,02 6818881,102.76,152862,서울특별시 구로구 구로동 570-9번지 ,,,애경단란주점,2002-01-17 0:00,I,59:59.0,단란주점,189749.1774,444501.1906,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,102.76,,,
3160000,3160000-103-1995-06112,19950320,,3,폐업,2,폐업,20070412,,,,02 8300723,37.3,152880,서울특별시 구로구 구로동 1124-1번지 ,,,모아,2006-08-14 0:00,I,59:59.0,단란주점,191200.7229,442456.4014,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,37.3,,,
3160000,3160000-103-1995-06114,19950330,,3,폐업,2,폐업,19971008,,,,02 8646955,123.01,152800,서울특별시 구로구 가리봉동 121-38번지 ,,,모래시계단란주점,2002-01-07 0:00,I,59:59.0,단란주점,189921.7017,442286.6278,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,123.01,,,
3160000,3160000-103-1995-06115,19950403,,3,폐업,2,폐업,20210107,,,,2,132.76,152865,서울특별시 구로구 구로동 607-6 ,서울특별시 구로구 경인로55길 13 (구로동),8215,쉐라톤,2021-01-07 14:55,U,40:00.0,단란주점,189097.3301,444434.6419,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,132.76,,,
3160000,3160000-103-1994-06095,19941220,,3,폐업,2,폐업,20140522,,,,,104.44,152880,서울특별시 구로구 구로동 1124-23번지 ,서울특별시 구로구 디지털로32길 87 (구로동),8391,테마노래클럽,2012-07-17 15:54,I,59:59.0,단란주점,191095.9008,442345.0843,단란주점,,,,,,,,,,,,,,N,104.44,,,
3160000,3160000-103-1994-06097,19941223,,3,폐업,2,폐업,20000404,,,,206762404,129.76,152864,서울특별시 구로구 구로동 600-59번지 ,,,로젠단란주점,2002-01-07 0:00,I,59:59.0,단란주점,189254.222,444462.229,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,129.76,,,
3160000,3160000-103-1994-06098,19941229,,3,폐업,2,폐업,20001107,,,,02 3327283,67.1,152838,서울특별시 구로구 구로동 46-2번지 ,,,맨투맨,2002-01-07 0:00,I,59:59.0,단란주점,190347.8352,444313.741,단란주점,0,0,기타,우수,상수도전용,,,,,,,,,N,67.1,,,
3160000,3160000-103-1996-06099,19950105,,3,폐업,2,폐업,20050426,,,,02 6828004,78.75,152883,서울특별시 구로구 궁동 202-6번지 ,,,국일관단란주점,2002-01-28 0:00,I,59:59.0,단란주점,185220.1928,443478.8895,단란주점,0,0,주택가주변,자율,상수도전용,,,,,,,,,N,78.75,,,
3160000,3160000-103-1995-06100,19950119,,3,폐업,2,폐업,20210107,,,,226113676,53.46,152836,서울특별시 구로구 고척동 273-3 ,서울특별시 구로구 경인로35길 113-17 (고척동),8238,젤라,2021-01-07 17:36,U,40:00.0,단란주점,186778.0435,444337.0824,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,53.46,,,
3160000,3160000-103-1995-06101,19950123,,3,폐업,2,폐업,19960604,,,,200000000,44.64,152854,서울특별시 구로구 구로동 414-7번지 ,,,반취,2002-01-07 0:00,I,59:59.0,단란주점,189596.8989,443461.3006,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,44.64,,,
3160000,3160000-103-1995-06103,19950204,,3,폐업,2,폐업,20211126,,,,226193708,109.73,152815,서울특별시 구로구 개봉동 353-28 ,서울특별시 구로구 개봉로 125 (개봉동),8274,秀(수)단란주점,2021-11-26 13:47,U,40:00.0,단란주점,187210.9484,443864.0294,단란주점,0,0,,,,0,0,0,0,0,,0,0,N,109.73,,,
3160000,3160000-103-1995-06104,19950206,,3,폐업,2,폐업,20010111,,,,02 6888157,68,152889,서울특별시 구로구 오류동 9-6번지 ,,,엠,2002-01-08 0:00,I,59:59.0,단란주점,185913.1598,443689.9873,단란주점,1,2,유흥업소밀집지역,을,상수도전용,,,,,,,,,N,68,,,
3160000,3160000-103-1995-07576,19950408,,3,폐업,2,폐업,20160325,,,,02 8372880,130.93,152801,서울특별시 구로구 가리봉동 135-80번지 ,서울특별시 구로구 디지털로20길 10 (가리봉동),8395,사계절,2013-01-31 10:02,I,59:59.0,단란주점,190340.5297,441987.3825,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,130.93,,,
3160000,3160000-103-1995-06116,19950410,,3,폐업,2,폐업,20001107,,,,02 6165475,139.85,152827,서울특별시 구로구 고척동 92-11번지 장미상가 1호 ,,,삼삼단란주점,2002-01-07 0:00,I,59:59.0,단란주점,187273.5824,443984.6968,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,139.85,,,
3160000,3160000-103-1995-06117,19950410,,3,폐업,2,폐업,19961029,,,,02 8662685,73.63,152801,서울특별시 구로구 가리봉동 127-15번지 ,,,황금단란주점,2002-01-07 0:00,I,59:59.0,단란주점,190166.0658,441977.7485,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,73.63,,,
3160000,3160000-103-1995-06105,19950308,,3,폐업,2,폐업,20210107,,,,02 6891655,136.28,152815,서울특별시 구로구 개봉동 353-15 ,서울특별시 구로구 개봉로 121 (개봉동),8274,오아시스,2021-01-07 13:57,U,40:00.0,단란주점,187208.8981,443837.883,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,136.28,,,
3160000,3160000-103-1994-06017,19940112,,3,폐업,2,폐업,19940826,,,,208559670,40.36,152800,서울특별시 구로구 가리봉동 121-32번지 ,,,위하여,2002-01-07 0:00,I,59:59.0,단란주점,189855.936,442287.5914,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,40.36,,,
3160000,3160000-103-1994-07905,19940727,,3,폐업,2,폐업,19990831,,,,02   0,97.6,152872,서울특별시 구로구 구로동 733-11번지 ,,,서울단란주점,2002-01-07 0:00,I,59:59.0,단란주점,189780.2036,443096.0637,단란주점,0,0,기타,기타,상수도전용,,,,,,,,,N,97.6,,,
3160000,3160000-103-1994-06070,19940801,,3,폐업,2,폐업,20210107,,,,070 81573155,67.17,152863,서울특별시 구로구 구로동 597-26 (구로구 토성길 18) ,"서울특별시 구로구 경인로58길 26 (구로동,(구로구 토성길 18))",8278,앵콜빠,2021-01-07 11:23,U,40:00.0,단란주점,189224.8242,444395.85,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,67.17,,,
3160000,3160000-103-1994-06071,19940809,,3,폐업,2,폐업,20210107,,,,226139800,52.8,152815,서울특별시 구로구 개봉동 353-27 ,서울특별시 구로구 개봉로 127 (개봉동),8274,앵콜,2021-01-07 13:48,U,40:00.0,단란주점,187212.1045,443878.1711,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,52.8,,,
3160000,3160000-103-1993-06006,19931202,,3,폐업,2,폐업,19970109,,,,208636355,98,152801,서울특별시 구로구 가리봉동 136-78번지 ,,,열창,2002-01-07 0:00,I,59:59.0,단란주점,190470.3754,441882.8108,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,98,,,
3160000,3160000-103-1993-06007,19931204,,3,폐업,2,폐업,20000217,,,,02   0,136.38,152892,서울특별시 구로구 오류동 33-40번지 ,,,카이로스,2002-01-07 0:00,I,59:59.0,단란주점,186366.485,443886.0722,단란주점,0,0,유흥업소밀집지역,을,상수도전용,,,,,,,,,N,136.38,,,
3160000,3160000-103-1994-06056,1994-07-12,,1,영업/정상,1,영업,,,,,02 8510470,110.3,152-846,서울특별시 구로구 구로동 144-15,서울특별시 구로구 도림로 79 (구로동),8312,황제노래바,2024-06-27 9:07,U,09:00.0,단란주점,190381.4583,443104.1601,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1993-05992,19931106,,1,영업/정상,1,영업,,,,,02 8689711,125.56,152801,서울특별시 구로구 가리봉동 125-14 ,서울특별시 구로구 남부순환로105라길 5 (가리봉동),8386,대박,2022-03-21 10:07,U,40:00.0,단란주점,190112.5077,442012.1712,단란주점,0,0,기타,을,상수도전용,0,0,0,0,0,,0,0,N,125.56,,,
3160000,3160000-103-1995-06136,19950830,,1,영업/정상,1,영업,,,,,02 8632048,126.28,152880,서울특별시 구로구 구로동 1124-7번지 ,서울특별시 구로구 디지털로32길 97-21 (구로동),8391,티파니,2017-09-06 11:35,I,59:59.0,단란주점,191165.0587,442413.9599,단란주점,,,,,,,,,,,,,,N,126.28,,,
3160000,3160000-103-2011-00004,20111125,,1,영업/정상,1,영업,,,,,,77.08,152880,서울특별시 구로구 구로동 1123-3번지 A동 지층호,"서울특별시 구로구 시흥대로 577-11, A동 지하1층 (구로동)",8391,별단란주점,2020-01-28 15:29,U,40:00.0,단란주점,191250.0504,442483.8207,단란주점,,,기타,,,,,,,,,,,N,77.08,,,
3160000,3160000-103-2012-00001,20120227,,1,영업/정상,1,영업,,,,,,44.31,152880,서울특별시 구로구 구로동 1124-13번지 ,서울특별시 구로구 디지털로32길 97-13 (구로동),8391,뽀뽀뽀단란주점,2019-06-05 12:43,U,40:00.0,단란주점,191145.5299,442380.0571,단란주점,,,기타,,상수도전용,,,,,,,,,Y,44.31,,,
3160000,3160000-103-2017-00001,20170104,,1,영업/정상,1,영업,,,,,02855 5169,146.56,152880,서울특별시 구로구 구로동 1125-3번지 외1필지 2층 ,"서울특별시 구로구 디지털로32길 97-22, 2층 (구로동)",8391,귀빈VIP노래궁,2017-01-04 17:14,I,59:59.0,단란주점,191205.7915,442398.0568,단란주점,,,유흥업소밀집지역,,상수도전용,,,,,,,,,Y,146.56,,,
3160000,3160000-103-2018-00001,20180126,,1,영업/정상,1,영업,,,,,226166438,127.6,152894,서울특별시 구로구 오류동 44-10번지 시티월드 지층101호,"서울특별시 구로구 경인로 176, 지하1층 101호 (오류동, 시티월드)",8271,보라보라7080노래타운,2018-01-26 9:58,I,59:59.0,단란주점,185875.8758,443592.1388,단란주점,,,기타,,상수도전용,,,,,,,,,Y,127.6,,,
3170000,3170000-103-1995-00845,19950202,,1,영업/정상,1,영업,,,,,,66.35,153858,서울특별시 금천구 시흥동 890-15 지하1층,"서울특별시 금천구 시흥대로50길 9, 지하1층 (시흥동)",8629,피아노,2022-07-26 9:28,U,08:00.0,단란주점,191308.0173,438814.9768,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1994-06074,1994-08-19,,1,영업/정상,1,영업,,,,,,68.67,152-856,서울특별시 구로구 구로동 442-85,"서울특별시 구로구 구로중앙로26길 6, 지하층 (구로동)",8300,동경,2024-05-29 17:46,U,01:00.0,단란주점,189983.5868,443909.136,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1996-06182,19961216,,1,영업/정상,1,영업,,,,,02 6827934,23.74,152836,서울특별시 구로구 고척동 269-18,서울특별시 구로구 경인로33길 75 (고척동),8235,노래하는 청춘열차,2022-06-21 14:14,U,03:00.0,단란주점,186733.8543,444341.8014,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1998-06224,19980622,,1,영업/정상,1,영업,,,,,02  26795331,67.91,152886,서울특별시 구로구 신도림동 292-3,서울특별시 구로구 신도림로11길 44 (신도림동),8204,용궁,2022-10-28 13:30,U,00:00.0,단란주점,189187.7729,445263.7007,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1994-06037,19940513,,1,영업/정상,1,영업,,,,,02 8549333,142.5,152800,서울특별시 구로구 가리봉동 121-21,서울특별시 구로구 구로동로 15-3 (가리봉동),8322,베이징,2022-10-28 13:30,U,00:00.0,단란주점,189905.2496,442322.552,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2008-00004,2008-08-04,,1,영업/정상,1,영업,,,,,,64.89,152-880,서울특별시 구로구 구로동 1124-22 (창조길8-1)2층,"서울특별시 구로구 디지털로32길 91 (구로동,(창조길8-1)2층)",8391,씨스타,2024-06-05 10:08,U,08:00.0,단란주점,191115.6103,442337.6362,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2007-00002,20071116,,1,영업/정상,1,영업,,,,,,121.65,152880,서울특별시 구로구 구로동 1125-2번지 (시흥대로 118) 지하1층 ,,,오렌지,2015-02-09 9:12,I,59:59.0,단란주점,191229.8964,442414.7478,단란주점,2,2,유흥업소밀집지역,자율,상수도전용,,,,,,,,,N,121.65,,,
3160000,3160000-103-2008-00001,20080117,,1,영업/정상,1,영업,,,,,02  862 0602,135.3,152880,서울특별시 구로구 구로동 1125-1번지 지하1층 ,"서울특별시 구로구 시흥대로 571, 지하1층 (구로동)",8391,엠(M)노래주점,2017-11-02 11:24,I,59:59.0,단란주점,191239.6934,442430.4636,단란주점,,,,,,,,,,,,,,N,135.3,,,
3160000,3160000-103-1995-06129,1995-07-10,,1,영업/정상,1,영업,,,,,02 8583365,73.26,152-840,서울특별시 구로구 구로동 84-1,서울특별시 구로구 구로중앙로19길 27 (구로동),8306,별 노래바,2023-09-14 17:05,U,06:00.0,단란주점,190004.2811,443542.0834,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2008-00006,2008-12-02,,1,영업/정상,1,영업,,,,,,140.24,152-880,서울특별시 구로구 구로동 1123-1 (시흥대로10)지하1층,"서울특별시 구로구 시흥대로 577 (구로동,(시흥대로10)지하1층)",8391,박스노래타운,2023-06-27 11:35,U,09:00.0,단란주점,191280.6577,442477.3456,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1995-06130,1995-07-10,,1,영업/정상,1,영업,,,,,02 8543285,120.61,152-838,서울특별시 구로구 구로동 40-9,서울특별시 구로구 공원로8길 31 (구로동),8289,미쉘,2024-01-15 13:36,U,07:00.0,단란주점,190287.9863,444602.2039,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2009-00001,2009-01-22,,1,영업/정상,1,영업,,,,,02  837 2542,79.82,152-880,서울특별시 구로구 구로동 1124-6 (창조1길15)지하1층,"서울특별시 구로구 디지털로32길 97-27 (구로동,(창조1길15)지하1층)",8391,야우,2024-02-21 17:22,U,03:00.0,단란주점,191177.2699,442405.4066,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-2009-00004,20090904,,1,영업/정상,1,영업,,,,,02  862 9883,147.82,152880,서울특별시 구로구 구로동 1124-1번지 ,서울특별시 구로구 디지털로32길 97-39 (구로동),8391,썬노래바,2019-06-27 16:37,U,40:00.0,단란주점,191200.7229,442456.4014,단란주점,,,,,상수도전용,,,,,,,,,N,147.82,,,
3160000,3160000-103-1994-06058,19940712,,1,영업/정상,1,영업,,,,,02 8615556,148.74,152880,서울특별시 구로구 구로동 1125-14번지 ,서울특별시 구로구 디지털로32길 97-16 (구로동),8391,앙코르단란주점,2017-06-30 8:55,I,59:59.0,단란주점,191189.1711,442374.3257,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,148.74,,,
3160000,3160000-103-1996-06152,19960130,,3,폐업,2,폐업,19960628,,,,02 8697205,139.11,152846,서울특별시 구로구 구로동 144-10번지 ,,,알프스단란주점,2002-01-07 0:00,I,59:59.0,단란주점,190397.637,443127.1624,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,139.11,,,
3160000,3160000-103-1996-06153,19960212,,3,폐업,2,폐업,19980512,,,,02 8384914,29.1,152858,서울특별시 구로구 구로동 500-12번지 ,,,노블리스단란주점,2002-01-07 0:00,I,59:59.0,단란주점,189583.4856,444179.1698,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,29.1,,,
3160000,3160000-103-1996-07422,19960315,,3,폐업,2,폐업,20210107,,,,02 8563671,91.3,152854,서울특별시 구로구 구로동 413-80 ,서울특별시 구로구 구로동로 159 (구로동),8309,리스본단란주점,2021-01-07 14:57,U,40:00.0,단란주점,189599.4464,443398.7225,단란주점,0,0,주택가주변,자율,상수도전용,,,,,,,,,N,91.3,,,
3160000,3160000-103-1996-06155,19960419,,3,폐업,2,폐업,20210107,,,,226257557,118.39,152806,서울특별시 구로구 개봉동 170-40 ,서울특별시 구로구 경인로 340-1 (개봉동),8277,지하철메들리,2021-01-07 14:03,U,40:00.0,단란주점,187375.1381,443875.8077,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,118.39,,,
3160000,3160000-103-1996-06018,19961125,,1,영업/정상,1,영업,,,,,02 8678998,65.36,152800,서울특별시 구로구 가리봉동 121-30,서울특별시 구로구 구로동로 13 (가리봉동),8322,스타노래마당단란주점,2022-11-02 13:18,U,04:00.0,단란주점,189921.2705,442307.5841,,,,,,,,,,,,,,,,,,,
3160000,3160000-103-1996-06156,19960424,,3,폐업,2,폐업,19961029,,,,02 8536784,74.06,152801,서울특별시 구로구 가리봉동 127-17번지 ,,,하와이클럽,2002-01-07 0:00,I,59:59.0,단란주점,190144.4549,441980.4501,단란주점,,,기타,을,상수도전용,,,,,,,,,N,74.06,,,
3160000,3160000-103-1996-06157,19960424,,3,폐업,2,폐업,19971217,,,,02 6795331,56.54,152886,서울특별시 구로구 신도림동 292-3번지 ,,,일출봉,2002-01-07 0:00,I,59:59.0,단란주점,189187.7729,445263.7007,단란주점,,,기타,을,상수도전용,,,,,,,,,N,56.54,,,
3160000,3160000-103-1993-05994,19931121,,3,폐업,2,폐업,19940521,,,,208646955,122.67,152800,서울특별시 구로구 가리봉동 121-38번지 ,,,호반,2002-01-07 0:00,I,59:59.0,단란주점,189921.7017,442286.6278,단란주점,0,0,기타,을,상수도전용,,,,,,,,,N,122.67,,,
3160000,3160000-103-1993-05999,19931122,,3,폐업,2,폐업,20050118,,,,02 8623634,70.4,152858,서울특별시 구로구 구로동 486-29번지 ,,,한바탕,2002-01-28 0:00,I,59:59.0,단란주점,189557.3,443946.8571,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,70.4,,,
3160000,3160000-103-1993-06000,19931122,,3,폐업,2,폐업,20000302,,,,02 8630807,68.21,152800,서울특별시 구로구 가리봉동 89-162번지 ,,,한가락단란주점,2002-08-23 0:00,I,59:59.0,단란주점,190043.2314,442489.2491,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,68.21,,,
3160000,3160000-103-1993-06001,19931122,,3,폐업,2,폐업,19960418,,,,206159271,60.64,152824,서울특별시 구로구 고척동 52-54번지 ,,,영실내포장마차,2002-01-07 0:00,I,59:59.0,단란주점,187896.216,444465.0823,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,60.64,,,
3160000,3160000-103-1993-06002,19931124,,3,폐업,2,폐업,19950407,,,,208665146,104.64,152855,서울특별시 구로구 구로동 416-25번지 ,,,다원,2002-01-07 0:00,I,59:59.0,단란주점,189618.4779,443512.9767,단란주점,0,0,주택가주변,을,상수도전용,,,,,,,,,N,104.64,,,
